especievalida,nombrecomun,estadomapa,ambiente,validacionambiente,longitud,latitud
Elanus leucurus,milano cola blanca,AGUASCALIENTES,Terrestre,Válido,-102.372365,21.8045317
Momotus mexicanus mexicanus,momoto corona café,AGUASCALIENTES,Terrestre,Válido,-102.695,21.9466667
Myiarchus nuttingi,"papamoscas de Nutting, papamoscas huí",AGUASCALIENTES,Terrestre,Válido,-102.372365,21.8045317
Phalaenoptilus nuttallii,"tapacamino tevíi, tapacaminos pandeagua",AGUASCALIENTES,Terrestre,Válido,-102.2229079,21.745631
Piranga flava,"piranga encinera, tangara encinera",AGUASCALIENTES,Terrestre,Válido,-102.3505211,22.1796162
Sporophila torqueola,"semillero de collar, semillero rabadilla canela",AGUASCALIENTES,Terrestre,Válido,-102.3205675,21.9120849
Streptopelia decaocto,"paloma de collar turca, tórtola de collar",AGUASCALIENTES,Terrestre,Válido,-102.465337,21.8830212
Sturnella magna,pradero tortillaconchile,AGUASCALIENTES,Terrestre,Válido,-102.233884,22.348508
Volatinia jacarina,semillero brincador,AGUASCALIENTES,Terrestre,Válido,-102.372365,21.8045317
Aimophila ruficeps,"zacatonero corona canela, zacatonero corona rufa",AGUASCALIENTES,Terrestre,Válido,-102.2542191,21.8121742
Basileuterus rufifrons,"chipe gorra canela, chipe gorra rufa",AGUASCALIENTES,Terrestre,Válido,-102.740156,22.029854
Basilinna leucotis,"zafiro oreja blanca, zafiro orejas blancas",AGUASCALIENTES,Terrestre,Válido,-102.53333,22.16667
Bubo virginianus,búho cornudo,AGUASCALIENTES,Terrestre,Válido,-102.3157382,21.9353428
Buteo plagiatus,aguililla gris,AGUASCALIENTES,Terrestre,Válido,-102.372365,21.8045317
Coccothraustes abeillei,picogrueso encapuchado,AGUASCALIENTES,Terrestre,Válido,-102.349036,21.820664
Colibri thalassinus,colibrí orejas violetas,AGUASCALIENTES,Terrestre,Válido,-102.304239,21.8707681
Haemorhous mexicanus,pinzón mexicano,AGUASCALIENTES,Terrestre,Válido,-102.2503138,21.8100119
Lampornis clemenciae,colibrí garganta azul,AGUASCALIENTES,Terrestre,Válido,-102.6571916,21.9783452
Leptotila verreauxi,paloma arroyera,AGUASCALIENTES,Terrestre,Válido,-102.320196,21.9358752
Megascops asio,"tecolote del este, tecolote oriental",AGUASCALIENTES,Terrestre,Válido,-102.233884,22.348508
Melanerpes uropygialis,carpintero del desierto,AGUASCALIENTES,Terrestre,Válido,-102.2915677,21.8852562
Nannopterum brasilianum,"cormorán neotropical, cormorán oliváceo",AGUASCALIENTES,Dulceacuícola; Marino; Salobre,Válido,-102.2503138,21.8100119
Oriturus superciliosus,"zacatonero rayado, zacatonero serrano",AGUASCALIENTES,Terrestre,Válido,-102.6189456,22.2618257
Passer domesticus,"gorrión casero, gorrión doméstico",AGUASCALIENTES,Terrestre,Válido,-102.3205675,21.9120849
Spinus psaltria,"jilguerito dominico, jilguero dominico",AGUASCALIENTES,Terrestre,Válido,-102.2503138,21.8100119
Thryomanes bewickii,"chivirín cola oscura, saltapared cola larga",AGUASCALIENTES,Terrestre,Válido,-102.53333,22.16667
Thryophilus sinaloa,"chivirín sinaloense, saltapared sinaloense",AGUASCALIENTES,Terrestre,Válido,-102.835316,21.814782
Auriparus flaviceps,baloncillo,AGUASCALIENTES,Terrestre,Válido,-102.2503138,21.8100119
Campylorhynchus brunneicapillus,matraca del desierto,AGUASCALIENTES,Terrestre,Válido,-102.2503138,21.8100119
Cardinalis sinuatus,"cardenal desértico, cardenal pardo",AGUASCALIENTES,Terrestre,Válido,-102.2503138,21.8100119
Columba livia,paloma doméstica,AGUASCALIENTES,Terrestre,Válido,-102.2503138,21.8100119
Columbina passerina,"tortolita pico corto, tortolita pico rojo, tórtola coquita",AGUASCALIENTES,Terrestre,Válido,-101.9856548,21.9850749
Cyrtonyx montezumae,codorniz de Moctezuma,AGUASCALIENTES,Terrestre,Válido,-102.4310732,21.8733673
Geothlypis poliocephala,mascarita pico grueso,AGUASCALIENTES,Terrestre,Válido,-102.717458,21.7408751
Icterus gularis,"bolsero de Altamira, calandria dorso negro mayor",AGUASCALIENTES,Terrestre,Válido,-102.3306084,21.9385274
Icterus wagleri,"bolsero de Wagler, calandria de Wagler",AGUASCALIENTES,Terrestre,Válido,-102.233884,22.348508
Megascops trichopsis,tecolote rítmico,AGUASCALIENTES,Terrestre,Válido,-102.7186639,21.7313334
Melanerpes aurifrons,carpintero cheje,AGUASCALIENTES,Terrestre,Válido,-102.2503138,21.8100119
Meleagris gallopavo,guajolote norteño,AGUASCALIENTES,Terrestre,Válido,-102.5070338,22.233186
Melozone fusca,"rascador viejita, toquí pardo",AGUASCALIENTES,Terrestre,Válido,-102.2503138,21.8100119
Peucedramus taeniatus,ocotero enmascarado,AGUASCALIENTES,Terrestre,Válido,-102.6189456,22.2618257
Piranga bidentata,"piranga dorso rayado, tangara dorso rayado",AGUASCALIENTES,Terrestre,Válido,-102.3505211,22.1796162
Ramosomyia violiceps,colibrí corona violeta,AGUASCALIENTES,Terrestre,Válido,-102.3205675,21.9120849
Sitta pygmaea,"bajapalos enano, sita enana",AGUASCALIENTES,Terrestre,Válido,-102.7233052,21.7232702
Sturnus vulgaris,estornino pinto,AGUASCALIENTES,Terrestre,Válido,-102.3205675,21.9120849
Toxostoma crissale,cuicacoche crisal,AGUASCALIENTES,Terrestre,Válido,-102.7331363,22.071103
Agelaius tricolor,tordo tricolor,BAJA CALIFORNIA,Dulceacuícola; Terrestre,Válido,-117.0033333,32.5333333
Aimophila ruficeps,"zacatonero corona canela, zacatonero corona rufa",BAJA CALIFORNIA,Terrestre,Válido,-116.638537,31.8613808
Colinus virginianus,codorniz cotuí,BAJA CALIFORNIA,Terrestre,Válido,-116.9125557,32.2360344
Nucifraga columbiana,cascanueces americano,BAJA CALIFORNIA,Terrestre,Válido,-115.9085083,32.0453328
Passer domesticus,"gorrión casero, gorrión doméstico",BAJA CALIFORNIA,Terrestre,Válido,-114.73141,32.715386
Sitta pygmaea,"bajapalos enano, sita enana",BAJA CALIFORNIA,Terrestre,Válido,-115.9085083,32.0453328
Sula nebouxii,bobo patas azules,BAJA CALIFORNIA,Marino; Salobre,Válido,-113.5469,28.9793
Toxostoma cinereum,"cuicacoche bajacaliforniano, cuitlacoche peninsular",BAJA CALIFORNIA,Terrestre,Válido,-116.11654,30.98171
Toxostoma crissale,cuicacoche crisal,BAJA CALIFORNIA,Terrestre,Válido,-115.4697418,31.3097951
Aphelocoma californica,chara californiana,BAJA CALIFORNIA,Terrestre,Válido,-116.6790193,31.8921262
Bubo virginianus,búho cornudo,BAJA CALIFORNIA,Terrestre,Válido,-115.9085083,32.0453328
Colaptes chrysoides,"carpintero collarejo, carpintero de pechera del noroeste",BAJA CALIFORNIA,Terrestre,Válido,-114.77873,29.78716
Corvus brachyrhynchos,"cuervo americano, cuervo norteamericano",BAJA CALIFORNIA,Terrestre,Válido,-116.623832,31.8729203
Fregata magnificens,"fragata magnífica, fragata tijereta",BAJA CALIFORNIA,Marino,Válido con tolerancia,-114.660255,30.556209
Glaucidium gnoma,tecolote serrano,BAJA CALIFORNIA,Terrestre,Válido,-115.4666667,31.05
Gymnorhinus cyanocephalus,chara piñonera,BAJA CALIFORNIA,Terrestre,Válido,-115.30667,30.78667
Melanerpes aurifrons,carpintero cheje,BAJA CALIFORNIA,Terrestre,Válido,-114.7216415,29.7366561
Melanerpes formicivorus,carpintero bellotero,BAJA CALIFORNIA,Terrestre,Válido,-116.499413,31.795886
Melozone crissalis,"rascador californiano, toquí californiano",BAJA CALIFORNIA,Terrestre,Válido,-116.678509,32.548971
Phalaenoptilus nuttallii,"tapacamino tevíi, tapacaminos pandeagua",BAJA CALIFORNIA,Terrestre,Válido,-116.360801,31.530525
Psaltriparus minimus,sastrecillo,BAJA CALIFORNIA,Terrestre,Válido,-116.499413,31.795886
Sitta carolinensis,"bajapalos pecho blanco, sita pecho blanco",BAJA CALIFORNIA,Terrestre,Válido,-115.9085083,32.0453328
Spinus psaltria,"jilguerito dominico, jilguero dominico",BAJA CALIFORNIA,Terrestre,Válido,-116.77004,32.140715
Thryomanes bewickii,"chivirín cola oscura, saltapared cola larga",BAJA CALIFORNIA,Terrestre,Válido,-116.417229,31.56654
Toxostoma redivivum,cuicacoche californiano,BAJA CALIFORNIA,Terrestre,Válido,-116.499413,31.795886
Vireo huttoni,vireo reyezuelo,BAJA CALIFORNIA,Terrestre,Válido,-115.9085083,32.0453328
Artemisiospiza belli,zacatonero californiano,BAJA CALIFORNIA,Terrestre,Válido,-115.996292,30.461875
Auriparus flaviceps,baloncillo,BAJA CALIFORNIA,Terrestre,Válido,-115.4697418,31.3097951
Cairina moschata,pato real,BAJA CALIFORNIA,Dulceacuícola,Válido con tolerancia,-116.6256237,31.8517525
Cardinalis cardinalis,cardenal rojo,BAJA CALIFORNIA,Terrestre,Válido,-116.695,32.3983333
Cardinalis sinuatus,"cardenal desértico, cardenal pardo",BAJA CALIFORNIA,Terrestre,Válido,-114.3745422,29.3755185
Columbina talpacoti,"tortolita canela, tórtola rojiza",BAJA CALIFORNIA,Terrestre,Válido,-115.4877234,32.631388
Eremophila alpestris,alondra cornuda,BAJA CALIFORNIA,Terrestre,Válido,-116.417229,31.56654
Haematopus bachmani,ostrero negro,BAJA CALIFORNIA,Marino; Salobre,Válido,-116.7229718,31.7237458
Junco insularis,"junco de Isla Guadalupe, junco ojo oscuro",BAJA CALIFORNIA,Terrestre,Válido,-114.6391108,30.3636894
Phasianus colchicus,faisán de collar,BAJA CALIFORNIA,Terrestre,Válido,-115.0474958,32.2553675
Piranga flava,"piranga encinera, tangara encinera",BAJA CALIFORNIA,Terrestre,Válido,-116.2732887,31.9055415
Ptiliogonys cinereus,capulinero gris,BAJA CALIFORNIA,Terrestre,Válido,-117.0200181,32.2699944
Sturnella magna,pradero tortillaconchile,BAJA CALIFORNIA,Terrestre,Válido,-115.96667,30.41667
Toxostoma bendirei,cuicacoche pico corto,BAJA CALIFORNIA,Terrestre,Válido,-116.659305,31.871753
Toxostoma lecontei lecontei,cuitlacoche del Vizcaíno,BAJA CALIFORNIA,Terrestre,Válido,-114.8333333,31.0233333
Tyrannus melancholicus,"tirano melancólico, tirano pirirí, tirano tropical",BAJA CALIFORNIA,Terrestre,Válido,-116.9049597,32.202071
Amazona albifrons,loro frente blanca,BAJA CALIFORNIA,Terrestre,Válido,-115.6915608,30.08711
Amazona autumnalis,loro cachetes amarillos,BAJA CALIFORNIA,Terrestre,Válido,-116.6191703,31.869609
Auriparus flaviceps flaviceps,baloncillo,BAJA CALIFORNIA,Terrestre,Válido,-115.9133333,30.5583333
Baeolophus inornatus,"carbonero encinero, carbonero sencillo",BAJA CALIFORNIA,Terrestre,Válido,-115.9085083,32.0453328
Chamaea fasciata,camea,BAJA CALIFORNIA,Terrestre,Válido,-116.499413,31.795886
Geococcyx californianus,correcaminos norteño,BAJA CALIFORNIA,Terrestre,Válido,-116.499413,31.795886
Haemorhous mexicanus,pinzón mexicano,BAJA CALIFORNIA,Terrestre,Válido,-114.73141,32.715386
Icterus pustulatus,"bolsero dorso rayado, calandria dorso rayado",BAJA CALIFORNIA,Terrestre,Válido,-116.60795,31.8984345
Megascops kennicottii,"tecolote del oeste, tecolote occidental",BAJA CALIFORNIA,Terrestre,Válido,-115.9085083,32.0453328
Melanerpes uropygialis,carpintero del desierto,BAJA CALIFORNIA,Terrestre,Válido,-114.373018,29.562033
Melozone fusca,"rascador viejita, toquí pardo",BAJA CALIFORNIA,Terrestre,Válido,-115.82333,30.94167
Myiopsitta monachus,perico monje argentino,BAJA CALIFORNIA,Terrestre,Válido,-115.5468333,32.5973611
Passer domesticus domesticus,gorrión casero,BAJA CALIFORNIA,Terrestre,Válido,-115.2716667,32.545
Streptopelia roseogrisea,paloma de collar africana,BAJA CALIFORNIA,Terrestre,Válido,-117.0537472,32.3312382
Sula leucogaster,bobo café,BAJA CALIFORNIA,Marino; Salobre,Válido,-114.632614,30.124693
Basileuterus lachrymosus,"chipe de roca, pavito de rocas",BAJA CALIFORNIA,Terrestre,Válido,-115.9634512,30.7464019
Callipepla californica,codorniz californiana,BAJA CALIFORNIA,Terrestre,Válido,-116.678509,32.548971
Campylorhynchus rufinucha,"matraca nuca canela, matraca nuca rufa",BAJA CALIFORNIA,Terrestre,Válido,-114.8925389,29.6776667
Contopus pertinax,"papamoscas José María, pibí tengofrío",BAJA CALIFORNIA,Terrestre,Válido,-115.4877234,32.631388
Nannopterum brasilianum,"cormorán neotropical, cormorán oliváceo",BAJA CALIFORNIA,Dulceacuícola; Marino; Salobre,Válido,-115.4630616,32.59352
Quiscalus mexicanus,zanate mayor,BAJA CALIFORNIA,Terrestre,Válido,-114.73141,32.715386
Sturnus vulgaris,estornino pinto,BAJA CALIFORNIA,Terrestre,Válido,-114.73141,32.715386
Toxostoma cinereum cinereum,cuitlacoche peninsular,BAJA CALIFORNIA,Terrestre,Válido,-113.8,28.25
Toxostoma lecontei,cuicacoche pálido,BAJA CALIFORNIA,Terrestre,Válido,-113.9987367,28.2932717
Urile penicillatus,cormorán de Brandt,BAJA CALIFORNIA,Marino,Válido,-116.6275033,31.8605333
Amphispiza bilineata,zacatonero garganta negra,BAJA CALIFORNIA,Terrestre,Válido,-115.4697418,31.3097951
Caracara plancus cheriway,caracara quebrantahuesos,BAJA CALIFORNIA,Terrestre,Válido,-113.23,28.0216667
Dendrocygna bicolor,pijije canelo,BAJA CALIFORNIA,Dulceacuícola,Válido,-116.2433333,30.9333333
Dryobates pubescens,carpintero albinegro menor,BAJA CALIFORNIA,Terrestre,Válido,-116.9049597,32.202071
Elanus leucurus,milano cola blanca,BAJA CALIFORNIA,Terrestre,Válido,-116.417229,31.56654
Junco phaeonotus,junco ojos de lumbre,BAJA CALIFORNIA,Terrestre,Válido,-115.999565,32.008835
Laterallus jamaicensis,polluela negra,BAJA CALIFORNIA,Dulceacuícola,Válido,-116.0177708,30.4322828
Lonchura punctulata,capuchino pecho escamoso,BAJA CALIFORNIA,Terrestre,Válido,-116.9049597,32.202071
Melozone aberti,"rascador enmascarado, toquí enmascarado",BAJA CALIFORNIA,Terrestre,Válido,-115.1821494,32.1804512
Myadestes occidentalis,clarín jilguero,BAJA CALIFORNIA,Terrestre,Válido,-114.91425,29.6691944
Nyctidromus albicollis,chotacabras pauraque,BAJA CALIFORNIA,Terrestre,Válido,-115.91,32.04667
Polioptila melanura,perlita del desierto,BAJA CALIFORNIA,Terrestre,Válido,-115.4697418,31.3097951
Salpinctes obsoletus,"chivirín saltarroca, saltapared de rocas",BAJA CALIFORNIA,Terrestre,Válido,-113.5598457,28.9589573
Streptopelia decaocto,"paloma de collar turca, tórtola de collar",BAJA CALIFORNIA,Terrestre,Válido,-114.73141,32.715386
Aegolius acadicus,"tecolote afilador, tecolote oyamelero norteño",BAJA CALIFORNIA,Terrestre,Válido,-115.45644,30.93661
Aeronautes saxatalis,vencejo pecho blanco,BAJA CALIFORNIA,Terrestre,Válido,-115.9085083,32.0453328
Basilinna xantusii,"zafiro bajacaliforniano, zafiro de Xantus",BAJA CALIFORNIA,Terrestre,Válido,-115.7416667,30.9705556
Campylorhynchus brunneicapillus,matraca del desierto,BAJA CALIFORNIA,Terrestre,Válido,-116.11654,30.98171
Cathartes aura,zopilote aura,BAJA CALIFORNIA,Terrestre,Válido,-112.8759689,28.2995776
Columbina inca,"tortolita cola larga, tórtola cola larga",BAJA CALIFORNIA,Terrestre,Válido,-115.1821494,32.1804512
Cynanthus latirostris,colibrí pico ancho,BAJA CALIFORNIA,Terrestre,Válido,-116.6247222,31.8825
Dryobates scalaris,carpintero mexicano,BAJA CALIFORNIA,Terrestre,Válido,-115.1821494,32.1804512
Dryobates villosus,"carpintero albinegro mayor, carpintero velloso-mayor",BAJA CALIFORNIA,Terrestre,Válido,-115.8542121,32.0432978
Geothlypis beldingi,"mascarita bajacaliforniana, mascarita peninsular",BAJA CALIFORNIA,Dulceacuícola; Terrestre,Válido,-116.795,32.3633333
Gymnogyps californianus,cóndor californiano,BAJA CALIFORNIA,Terrestre,Válido,-115.6101406,30.9651247
Larus livens,"gaviota bajacaliforniana, gaviota pata amarilla",BAJA CALIFORNIA,Marino,Válido con tolerancia,-114.632614,30.124693
Myiarchus tuberculifer,papamoscas triste,BAJA CALIFORNIA,Terrestre,Válido,-117.1232475,32.5337136
Rallus obsoletus,rascón costero del Pacífico,BAJA CALIFORNIA,Dulceacuícola,Válido,-115.204255,32.032574
Sporophila torqueola,"semillero de collar, semillero rabadilla canela",BAJA CALIFORNIA,Terrestre,Válido,-116.9106018,32.4545868
Aeronautes saxatalis saxatalis,vencejo pecho blanco,BAJA CALIFORNIA,Terrestre,Válido,-116.4033333,31.8366667
Callipepla gambelii,"codorniz chiquiri, codorniz de Gambel",BAJA CALIFORNIA,Terrestre,Válido,-115.1821494,32.1804512
Calocitta colliei,"urraca cara negra, urraca-hermosa cara negra",BAJA CALIFORNIA,Terrestre,Válido,-116.6712065,31.716873
Catherpes mexicanus,"chivirín barranqueño, saltapared barranqueño",BAJA CALIFORNIA,Terrestre,Válido,-115.9085083,32.0453328
Columba livia,paloma doméstica,BAJA CALIFORNIA,Terrestre,Válido,-114.73141,32.715386
Columbina passerina,"tortolita pico corto, tortolita pico rojo, tórtola coquita",BAJA CALIFORNIA,Terrestre,Válido,-115.1821494,32.1804512
Corvus corax,cuervo común,BAJA CALIFORNIA,Terrestre,Válido,-115.1821494,32.1804512
Dryobates nuttallii,carpintero californiano,BAJA CALIFORNIA,Terrestre,Válido,-115.735,30.97
Eugenes fulgens,colibrí magnífico,BAJA CALIFORNIA,Terrestre,Válido,-114.976854,32.515427
Larus heermanni,"gaviota ploma, gaviota plomiza",BAJA CALIFORNIA,Dulceacuícola; Marino,Válido,-115.8110515,30.2986831
Loxia curvirostra,picotuerto rojo,BAJA CALIFORNIA,Terrestre,Válido,-115.9085083,32.0453328
Megascops asio,"tecolote del este, tecolote oriental",BAJA CALIFORNIA,Terrestre,Válido,-116.605,31.8583333
Melanerpes uropygialis uropygialis,carpintero del desierto,BAJA CALIFORNIA,Terrestre,Válido,-115.1933333,32.355
Meleagris gallopavo,guajolote norteño,BAJA CALIFORNIA,Terrestre,Válido,-114.970473,32.448613
Myioborus pictus,"chipe ala blanca, pavito alas blancas",BAJA CALIFORNIA,Terrestre,Válido,-115.3995323,30.9983355
Oreortyx pictus,codorniz de montaña,BAJA CALIFORNIA,Terrestre,Válido,-115.8542121,32.0432978
Oreortyx pictus pictus,codorniz de montaña,BAJA CALIFORNIA,Terrestre,Válido,-115.45,30.9166667
Parabuteo unicinctus,aguililla rojinegra,BAJA CALIFORNIA,Terrestre,Válido,-114.0021229,29.0653228
Polioptila californica,perlita californiana,BAJA CALIFORNIA,Terrestre,Válido,-115.5833333,30.065
Streptopelia chinensis,"paloma ala dorada, paloma de oriente",BAJA CALIFORNIA,Terrestre,Válido,-117.0537472,32.3312382
Sturnus vulgaris vulgaris,estornino pinto,BAJA CALIFORNIA,Terrestre,Válido,-116.4033333,31.5383333
Sula sula,bobo patas rojas,BAJA CALIFORNIA,Marino; Salobre,Válido,-116.6256237,31.8517525
Tyto alba,lechuza de campanario,BAJA CALIFORNIA,Terrestre,Válido,-115.911242,30.461181
Basilinna xantusii,"zafiro bajacaliforniano, zafiro de Xantus",BAJA CALIFORNIA SUR,Terrestre,Válido,-110.221748,23.449437
Cairina moschata,pato real,BAJA CALIFORNIA SUR,Dulceacuícola,Válido,-109.6836422,23.0549758
Dryobates nuttallii,carpintero californiano,BAJA CALIFORNIA SUR,Terrestre,Válido,-113.2669983,27.4500008
Geococcyx californianus,correcaminos norteño,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.9476602,22.8918763
Junco bairdi,junco sudcaliforniano,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.9762344,23.548595
Myadestes occidentalis,clarín jilguero,BAJA CALIFORNIA SUR,Terrestre,Válido,-111.4746944,25.9753889
Polioptila melanura,perlita del desierto,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.436389,23.376667
Rallus obsoletus,rascón costero del Pacífico,BAJA CALIFORNIA SUR,Dulceacuícola,Válido,-112.0946733,25.4967059
Sula dactylatra,bobo enmascarado,BAJA CALIFORNIA SUR,Marino; Salobre,Válido,-115.043533,27.868909
Aeronautes saxatalis saxatalis,vencejo pecho blanco,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.935,23.555
Amazona albifrons,loro frente blanca,BAJA CALIFORNIA SUR,Terrestre,Válido,-110.3176837,24.1623654
Anous stolidus,"charrán café, charrán-bobo café",BAJA CALIFORNIA SUR,Marino,Válido ubicado en cuerpo de agua,-110.3191581,24.1611324
Elanus leucurus,milano cola blanca,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.9133712,22.8963987
Eremophila alpestris,alondra cornuda,BAJA CALIFORNIA SUR,Terrestre,Válido,-114.1785049,27.8032469
Fregata magnificens,"fragata magnífica, fragata tijereta",BAJA CALIFORNIA SUR,Marino,Válido ubicado en isla costera,-111.8385315,24.4502436
Icterus pustulatus,"bolsero dorso rayado, calandria dorso rayado",BAJA CALIFORNIA SUR,Terrestre,Válido,-110.2403416,23.4419138
Megascops asio,"tecolote del este, tecolote oriental",BAJA CALIFORNIA SUR,Terrestre,Válido,-109.4433333,23.3866667
Melanerpes uropygialis uropygialis,carpintero del desierto,BAJA CALIFORNIA SUR,Terrestre,Válido,-110.25,24.15
Melozone crissalis,"rascador californiano, toquí californiano",BAJA CALIFORNIA SUR,Terrestre,Válido,-109.928211,23.657133
Myiarchus tuberculifer,papamoscas triste,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.9776936,23.5494317
Myioborus pictus,"chipe ala blanca, pavito alas blancas",BAJA CALIFORNIA SUR,Terrestre,Válido,-110.4228223,24.1082213
Passer domesticus,"gorrión casero, gorrión doméstico",BAJA CALIFORNIA SUR,Terrestre,Válido,-111.295801,25.699413
Phalaenoptilus nuttallii,"tapacamino tevíi, tapacaminos pandeagua",BAJA CALIFORNIA SUR,Terrestre,Válido,-110.124315,23.441545
Sitta carolinensis,"bajapalos pecho blanco, sita pecho blanco",BAJA CALIFORNIA SUR,Terrestre,Válido,-109.9762344,23.548595
Streptopelia decaocto,"paloma de collar turca, tórtola de collar",BAJA CALIFORNIA SUR,Terrestre,Válido,-112.8978724,27.2839165
Tyrannus melancholicus,"tirano melancólico, tirano pirirí, tirano tropical",BAJA CALIFORNIA SUR,Terrestre,Válido,-109.777044,23.336885
Callipepla gambelii,"codorniz chiquiri, codorniz de Gambel",BAJA CALIFORNIA SUR,Terrestre,Válido,-109.6666667,23.55
Coccothraustes vespertinus,picogrueso norteño,BAJA CALIFORNIA SUR,Terrestre,Válido,-112.70965,27.363381
Columbina inca,"tortolita cola larga, tórtola cola larga",BAJA CALIFORNIA SUR,Terrestre,Válido,-114.8956203,27.6906724
Columbina passerina,"tortolita pico corto, tortolita pico rojo, tórtola coquita",BAJA CALIFORNIA SUR,Terrestre,Válido,-109.928211,23.657133
Dendrocygna autumnalis,"pijije ala blanca, pijije alas blancas",BAJA CALIFORNIA SUR,Dulceacuícola,Válido,-110.3464302,24.1083733
Dryobates scalaris,carpintero mexicano,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.928211,23.657133
Pitangus sulphuratus,Luis bienteveo,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.6836422,23.0549758
Polioptila bilineata,perlita tropical,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.69,23.055
Sporophila morelleti,semillero de collar,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.7156396,23.4810208
Sula nebouxii,bobo patas azules,BAJA CALIFORNIA SUR,Marino; Salobre,Válido,-110.3286767,24.1778431
Aimophila ruficeps,"zacatonero corona canela, zacatonero corona rufa",BAJA CALIFORNIA SUR,Terrestre,Válido,-109.9279976,23.6141713
Amphispiza bilineata,zacatonero garganta negra,BAJA CALIFORNIA SUR,Terrestre,Válido,-110.2971056,24.072894
Auriparus flaviceps,baloncillo,BAJA CALIFORNIA SUR,Terrestre,Válido,-110.337019,24.145716
Baeolophus inornatus,"carbonero encinero, carbonero sencillo",BAJA CALIFORNIA SUR,Terrestre,Válido,-109.9762344,23.548595
Bubo virginianus,búho cornudo,BAJA CALIFORNIA SUR,Terrestre,Válido,-110.2389586,23.9565826
Callipepla californica,codorniz californiana,BAJA CALIFORNIA SUR,Terrestre,Válido,-111.9138653,26.7299922
Colaptes chrysoides,"carpintero collarejo, carpintero de pechera del noroeste",BAJA CALIFORNIA SUR,Terrestre,Válido,-109.928211,23.657133
Corvus corax,cuervo común,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.4380975,23.2440669
Megascops kennicottii,"tecolote del oeste, tecolote occidental",BAJA CALIFORNIA SUR,Terrestre,Válido,-110.0269867,23.7348553
Melozone fusca,"rascador viejita, toquí pardo",BAJA CALIFORNIA SUR,Terrestre,Válido,-110.2,23.7833333
Piranga flava,"piranga encinera, tangara encinera",BAJA CALIFORNIA SUR,Terrestre,Válido,-110.0068467,23.545534
Sturnella magna,pradero tortillaconchile,BAJA CALIFORNIA SUR,Terrestre,Válido,-111.710186,24.6819612
Sula sula,bobo patas rojas,BAJA CALIFORNIA SUR,Marino; Salobre,Válido,-109.6836422,23.0549758
Toxostoma cinereum cinereum,cuitlacoche peninsular,BAJA CALIFORNIA SUR,Terrestre,Válido con tolerancia,-110.8333333,25.0833333
Aeronautes saxatalis,vencejo pecho blanco,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.863933,22.89921
Aphelocoma californica,chara californiana,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.928211,23.657133
Aphelocoma californica californica,chara occidental,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.6016667,23.0883333
Buteo plagiatus,aguililla gris,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.7805405,23.3336184
Cardinalis cardinalis,cardenal rojo,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.928211,23.657133
Cardinalis sinuatus,"cardenal desértico, cardenal pardo",BAJA CALIFORNIA SUR,Terrestre,Válido,-110.2317952,23.4427345
Cynanthus latirostris,colibrí pico ancho,BAJA CALIFORNIA SUR,Terrestre,Válido,-111.3822416,26.0001233
Nannopterum brasilianum,"cormorán neotropical, cormorán oliváceo",BAJA CALIFORNIA SUR,Dulceacuícola; Marino; Salobre,Válido,-112.092551,24.7783575
Quiscalus mexicanus,zanate mayor,BAJA CALIFORNIA SUR,Terrestre,Válido,-114.0549555,27.9652876
Rallus elegans,rascón real,BAJA CALIFORNIA SUR,Dulceacuícola,Válido,-110.312738,24.142297
Streptopelia roseogrisea,paloma de collar africana,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.9048996,22.8899872
Sula leucogaster,bobo café,BAJA CALIFORNIA SUR,Marino; Salobre,Válido,-110.3286767,24.1778431
Toxostoma lecontei,cuicacoche pálido,BAJA CALIFORNIA SUR,Terrestre,Válido,-114.015297,27.9981554
Vireo huttoni,vireo reyezuelo,BAJA CALIFORNIA SUR,Terrestre,Válido,-109.9279976,23.6141713
Artemisiospiza belli,zacatonero californiano,BAJA CALIFORNIA SUR,Terrestre,Válido,-114.015297,27.9981554
Calocitta colliei,"urraca cara negra, urraca-hermosa cara negra",BAJA CALIFORNIA SUR,Terrestre,Válido,-110.22333,23.44861
Chloroceryle americana,martín pescador verde,BAJA CALIFORNIA SUR,Dulceacuícola,Válido,-111.349511,25.921305
Columba livia,paloma doméstica,BAJA CALIFORNIA SUR,Terrestre,Válido,-110.337019,24.145716
Columbina talpacoti,"tortolita canela, tórtola rojiza",BAJA CALIFORNIA SUR,Terrestre,Válido,-110.2218941,23.4507958
