especievalida,nombrecomun,category,status,longitud,latitud
Atlapetes albinucha gutturalis,atlapetes garganta amarilla,iucn,Preocupación menor (lc),-93.55,16.1183333
Atlapetes albinucha albinucha,atlapetes nuca blanca,iucn,Preocupación menor (lc),-97.02,19.4183333
Atlapetes albinucha,"atlapetes nuca blanca, rascador nuca blanca",iucn,Preocupación menor (lc),-98.03407,20.211076
Athene cunicularia,tecolote llanero,cites,Apéndice II,-100.581523,25.021968
Athene cunicularia,tecolote llanero,iucn,Preocupación menor (lc),-100.581523,25.021968
Aspatha gularis,momoto garganta azul,iucn,Preocupación menor (lc),-92.10799,15.09471
Aspatha gularis,momoto garganta azul,nom059,En peligro de extinción (P),-92.10799,15.09471
Asio stygius lambi,búho cara oscura,cites,Apéndice II,-99.7,17.55
Asio stygius lambi,búho cara oscura,iucn,Preocupación menor (lc),-99.7,17.55
Asio stygius lambi,búho cara oscura,nom059,Amenazada (A),-99.7,17.55
Asio stygius,búho cara oscura,cites,Apéndice II,-103.5403837,19.53381
Asio stygius,búho cara oscura,nom059,Amenazada (A),-103.5403837,19.53381
Asio stygius,búho cara oscura,iucn,Preocupación menor (lc),-103.5403837,19.53381
Asio otus wilsonianus,búho cara café,cites,Apéndice II,-114.25,28.7166667
Asio otus wilsonianus,búho cara café,iucn,Preocupación menor (lc),-114.25,28.7166667
Asio otus,"búho cara café, búho cara canela",cites,Apéndice II,-102.233884,22.348508
Asio otus,"búho cara café, búho cara canela",iucn,Preocupación menor (lc),-102.233884,22.348508
Asio flammeus flammeus,búho cuerno corto,cites,Apéndice II,-98.745,20.125
Asio flammeus flammeus,búho cuerno corto,iucn,Preocupación menor (lc),-98.745,20.125
Asio flammeus flammeus,búho cuerno corto,nom059,Sujeta a protección especial (Pr),-98.745,20.125
Asio flammeus,"búho cuerno corto, búho sabanero",iucn,Preocupación menor (lc),-114.580252,30.032752
Asio flammeus,"búho cuerno corto, búho sabanero",cites,Apéndice II,-114.580252,30.032752
Asio flammeus,"búho cuerno corto, búho sabanero",nom059,Sujeta a protección especial (Pr),-114.580252,30.032752
Asio clamator,"búho cara blanca, búho cara clara",cites,Apéndice II (El nombre publicado en CITES 2022 es Pseudoscops clamator (ver relaciones de sinonimia).),-92.5560716,15.0554438
Asio clamator,"búho cara blanca, búho cara clara",iucn,Preocupación menor (lc),-92.5560716,15.0554438
Asio clamator,"búho cara blanca, búho cara clara",nom059,Amenazada (A) (Publicado en NOM-059-SEMARNAT 2010-Mod. Anexo Normativo III 2019 como Pseudoscops clamator (ver relaciones de sinonimia).),-92.5560716,15.0554438
Artemisiospiza nevadensis,zacatonero de artemisas,iucn,Preocupación menor (lc),-113.4333468,31.2874132
Artemisiospiza belli,zacatonero californiano,iucn,Preocupación menor (lc),-115.996292,30.461875
Arremonops rufivirgatus,rascador oliváceo,iucn,Preocupación menor (lc),-100.1943898,17.4221123
Arremonops chloronotus chloronotus,rascador dorso verde,iucn,Preocupación menor (lc),-91.3075,16.1900278
Arremonops chloronotus,rascador dorso verde,iucn,Preocupación menor (lc),-86.7262085,21.2276851
Arremon virenticeps,"atlapetes rayas verdes, rascador cejas verdes",iucn,Preocupación menor (lc),-102.007923,19.490593
Arremon brunneinucha,"atlapetes gorra castaña, rascador gorra castaña",iucn,Preocupación menor (lc),-100.1943898,17.4221123
Arremon aurantiirostris,rascador pico naranja,iucn,Preocupación menor (lc),-94.3,17.15
Arenaria melanocephala,vuelvepiedras negro,iucn,Preocupación menor (lc),-113.5321021,31.3265914
Arenaria interpres,vuelvepiedras rojizo,iucn,Preocupación menor (lc),-97.7375,23.7916667
Ardenna tenuirostris,pardela cola corta,iucn,Preocupación menor (lc),-100.2667,16.85
Ardenna pacifica,pardela cola cuña,iucn,Preocupación menor (lc),-96.234524,15.476918
Ardenna pacifica,pardela cola cuña,nom059,Amenazada (A) (Publicado en NOM-059-SEMARNAT 2010-Mod. Anexo Normativo III 2019 como Ardenna pacifica y Puffinus pacificus (ver relaciones de sinonimia). Ambas con categoría A),-96.234524,15.476918
Ardenna grisea,pardela gris,iucn,Casi amenazado (NT),-111.2557983,27.9689337
Ardenna gravis,pardela mayor,iucn,Preocupación menor (lc),-87.679503,21.514806
Ardenna creatopus,pardela patas rosadas,iucn,Vulnerable (VU),-111.2557983,27.9689337
Ardenna creatopus,pardela patas rosadas,nom059,Sujeta a protección especial (Pr),-111.2557983,27.9689337
Ardenna carneipes,pardela patas pálidas,iucn,Casi amenazado (NT),-109.25,22.2333
Ardenna bulleri,pardela de Buller,iucn,Vulnerable (VU),-117.305961,32.214524
Ardea herodias santilucae,garza morena,nom059,Sujeta a protección especial (Pr),-110,27.09
Ardea herodias santilucae,garza morena,iucn,Preocupación menor (lc),-110,27.09
Ardea herodias herodias,garza morena,iucn,Preocupación menor (lc),-114.4266667,29.965
Ardea herodias,garza morena,iucn,Preocupación menor (lc),-101.1582096,19.648509
Ardea alba egretta,garza blanca,iucn,Preocupación menor (lc),-99.1833333,24.0166667
Ardea alba,garza blanca,iucn,Preocupación menor (lc),-89.0320753,18.4323762
Archilochus colubris,colibrí garganta rubí,iucn,Preocupación menor (lc),-100.1943898,17.4221123
Archilochus colubris,colibrí garganta rubí,cites,Apéndice II,-100.1943898,17.4221123
Archilochus alexandri,colibrí barba negra,iucn,Preocupación menor (lc),-105.4724853,20.3953046
Archilochus alexandri,colibrí barba negra,cites,Apéndice II,-105.4724853,20.3953046
Aramus guarauna dolosus,carao,iucn,Preocupación menor (lc),-95.6333333,18.6333333
Aramus guarauna dolosus,carao,nom059,Amenazada (A),-95.6333333,18.6333333
Aramus guarauna,carrao,iucn,Preocupación menor (lc),-88.2353052,18.8797935
Aramus guarauna,carrao,nom059,Amenazada (A),-88.2353052,18.8797935
Aramides axillaris,"rascón cuello canela, rascón cuello rufo",iucn,Preocupación menor (lc),-105.246459,21.528242
Aramides axillaris,"rascón cuello canela, rascón cuello rufo",nom059,Amenazada (A),-105.246459,21.528242
Aramides albiventris,rascón nuca canela,iucn,Preocupación menor (lc),-88.3018971,18.493776
Ara militaris,guacamaya verde,nom059,En peligro de extinción (P),-102.2227777,18.5430558
Ara militaris,guacamaya verde,cites,Apéndice I,-102.2227777,18.5430558
Ara militaris,guacamaya verde,iucn,Vulnerable (VU),-102.2227777,18.5430558
Ara macao,guacamaya roja,cites,Apéndice I,-92.65,15.35
Ara macao,guacamaya roja,iucn,Preocupación menor (lc),-92.65,15.35
Ara macao,guacamaya roja,nom059,En peligro de extinción (P),-92.65,15.35
Aquila chrysaetos canadensis,águila real,cites,Apéndice II,-112.8166667,28.65
Aquila chrysaetos canadensis,águila real,iucn,Preocupación menor (lc),-112.8166667,28.65
Aquila chrysaetos canadensis,águila real,nom059,Amenazada (A),-112.8166667,28.65
Aquila chrysaetos,águila real,cites,Apéndice II,-100.581523,25.021968
Aquila chrysaetos,águila real,nom059,Amenazada (A),-100.581523,25.021968
Aquila chrysaetos,águila real,iucn,Preocupación menor (lc),-100.581523,25.021968
Aphelocoma wollweberi arizonae,chara de Wollweber,iucn,Preocupación menor (lc),-107.9166667,30.4166667
Aphelocoma wollweberi,chara pecho gris,iucn,Preocupación menor (lc),-102.7214072,21.7216511
Aphelocoma unicolor unicolor,chara unicolor,iucn,Preocupación menor (lc),-92.0933333,16.9016667
Aphelocoma unicolor unicolor,chara unicolor,nom059,Amenazada (A),-92.0933333,16.9016667
Aphelocoma unicolor oaxacae,chara unicolor,iucn,Preocupación menor (lc),-95,17.2166667
Aphelocoma unicolor oaxacae,chara unicolor,nom059,Amenazada (A),-95,17.2166667
Aphelocoma unicolor guerrerensis,chara unicolor,nom059,Amenazada (A),-100.2,17.4833333
Aphelocoma unicolor guerrerensis,chara unicolor,iucn,Preocupación menor (lc),-100.2,17.4833333
Aphelocoma unicolor concolor,chara unicolor,iucn,Preocupación menor (lc),-98.6066667,20.985
Aphelocoma unicolor concolor,chara unicolor,nom059,Amenazada (A),-98.6066667,20.985
Aphelocoma unicolor,chara unicolor,iucn,Preocupación menor (lc),-100.1943898,17.4221123
Aphelocoma unicolor,chara unicolor,nom059,Amenazada (A),-100.1943898,17.4221123
Aphelocoma ultramarina ultramarina,chara pecho gris,iucn,Preocupación menor (lc),-96.9283333,19.545
Aphelocoma ultramarina colimae,chara pecho gris,iucn,Preocupación menor (lc),-103.5333333,19.57
Aphelocoma ultramarina,"chara pecho gris neovolcánica, chara transvolcánica",iucn,Preocupación menor (lc),-99.249065,19.009524
Aphelocoma californica obscura,chara occidental,iucn,Preocupación menor (lc),-115.7666667,31.3883333
Aphelocoma californica hypoleuca,chara occidental,iucn,Preocupación menor (lc),-114.1733333,29.0366667
Aphelocoma californica californica,chara occidental,iucn,Preocupación menor (lc),-109.6016667,23.0883333
Aphelocoma californica cactophila,chara occidental,iucn,Preocupación menor (lc),-112.18,27.1683333
Aphelocoma californica,chara californiana,iucn,Preocupación menor (lc),-116.6790193,31.8921262
Antrostomus vociferus,tapacaminos cuerporruín norteño,iucn,Casi amenazado (NT),-100.2833333,25.5333333
Antrostomus salvini,"tapacamino ticuer, tapacaminos ticurú",iucn,Preocupación menor (lc),-91.584886,16.980111
Antrostomus ridgwayi,"tapacamino tu-cuchillo, tapacaminos tucuchillo",iucn,Preocupación menor (lc),-105.1196864,20.753688
Antrostomus carolinensis,"tapacamino de Carolina, tapacaminos de carolina",iucn,Casi amenazado (NT),-94,17.75
Antrostomus badius,"tapacamino huil, tapacaminos yucateco",iucn,Preocupación menor (lc),-86.9159475,20.8526565
Antrostomus arizonae,tapacaminos cuerporruín mexicano,iucn,Preocupación menor (lc),-99.1195214,20.0073064
Antigone canadensis,grulla gris,cites,Apéndice II (El nombre publicado en CITES 2022 es Grus canadensis (ver relaciones de sinonimia).),-106.3934755,29.4581924
Antigone canadensis,grulla gris,iucn,Preocupación menor (lc) (En IUCN Red List 2022-2 como Grus canadensis (ver relaciones de sinonimia).),-106.3934755,29.4581924
Antigone canadensis,grulla gris,nom059,Sujeta a protección especial (Pr),-106.3934755,29.4581924
Anthus spragueii,bisbita llanera,iucn,Vulnerable (VU),-100.662,24.7654
Anthus rubescens,"bisbita de agua, bisbita norteamericana",iucn,Preocupación menor (lc),-100.581523,25.021968
Anthus hodgsoni,bisbita de oriente,iucn,Preocupación menor (lc),-114.6964388,29.7290952
Anthus cervinus,bisbita garganta roja,iucn,Preocupación menor (lc),-114.5736909,29.6066679
Anthracothorax prevostii prevostii,colibrí garganta negra,iucn,Preocupación menor (lc),-87.2516667,21.535
Anthracothorax prevostii prevostii,colibrí garganta negra,cites,Apéndice II,-87.2516667,21.535
Anthracothorax prevostii,colibrí garganta negra,cites,Apéndice II,-87.0275268,20.3097273
Anthracothorax prevostii,colibrí garganta negra,iucn,Preocupación menor (lc),-87.0275268,20.3097273
Anser rossii,ganso de Ross,iucn,Preocupación menor (lc),-108.45,30.7666667
Anser caerulescens,ganso blanco,iucn,Preocupación menor (lc),-104.5032663,24.0877183
Anser albifrons gambeli,ganso careto-mayor,iucn,Preocupación menor (lc),-108.4,29.6166667
Anser albifrons frontalis,ganso careto-mayor,iucn,Preocupación menor (lc),-109.9466667,27.4966667
Anser albifrons albifrons,ganso careto-mayor,iucn,Preocupación menor (lc),-101.0666667,21.155
Anser albifrons,ganso careto mayor,iucn,Preocupación menor (lc),-113.5935403,31.3597974
Anous stolidus,"charrán café, charrán-bobo café",iucn,Preocupación menor (lc),-87.0786695,20.6189221
Anous minutus,"charrán corona blanca, charrán-bobo negro",iucn,Preocupación menor (lc),-87.2861195,20.4436616
Anhinga anhinga,anhinga americana,iucn,Preocupación menor (lc),-86.8196574,21.1464199
Anas platyrhynchos,pato de collar,iucn,Preocupación menor (lc),-99.1991347,19.4178989
Anas fulvigula,pato tejano,nom059,Amenazada (A),-98.13037,26.07351
Anas fulvigula,pato tejano,iucn,Preocupación menor (lc),-98.13037,26.07351
Anas diazi,pato mexicano,nom059,Amenazada (A) (Publicado en NOM-059-SEMARNAT 2010-Mod. Anexo Normativo III 2019 como Anas platyrhynchos diazi (ver relaciones de sinonimia).),-101.6294444,19.5469444
Anas crecca carolinensis,cerceta común de lista Verde,iucn,Preocupación menor (lc) (En IUCN Red List 2022-2 como Anas carolinensis (ver relaciones de sinonimia).),-99.8351991,26.7529058
Anas acuta,pato golondrino,iucn,Preocupación menor (lc),-107.051959,28.778837
Anabacerthia variegaticeps variegaticeps,breñero cejudo,iucn,Preocupación menor (lc),-92,15.9533333
Anabacerthia variegaticeps,"breñero cejudo, musguero trepador",iucn,Preocupación menor (lc),-95.1468534,18.5228338
Amphispizopsis quinquestriata,zacatonero cinco rayas,iucn,Preocupación menor (lc) (En IUCN Red List 2022-2 como Amphispiza quinquestriata (ver relaciones de sinonimia).),-109.67802,28.57998
Amphispiza bilineata,zacatonero garganta negra,iucn,Preocupación menor (lc),-114.4300045,28.8824166
Ammospiza nelsoni,"gorrión cola aguda de Nelson, gorrión de Nelson",iucn,Preocupación menor (lc),-114.10656,28.030772
Ammospiza maritima,gorrión costero,iucn,Preocupación menor (lc),-97.1484947,25.9482821
Ammospiza leconteii,gorrión de Le Conte,iucn,Preocupación menor (lc),-97.7453613,24.7062915
Ammodramus savannarum pratensis,gorrión chapulín,iucn,Preocupación menor (lc),-99.5,17.55
Ammodramus savannarum perpallidus,gorrión chapulín,iucn,Preocupación menor (lc),-108.94,27.0216667
Ammodramus savannarum bimaculatus,gorrión chapulín,iucn,Preocupación menor (lc),-99.5,17.55
Ammodramus savannarum,gorrión chapulín,iucn,Preocupación menor (lc),-99.1195214,20.0073064
Amblycercus holosericeus holosericeus,cacique pico amarillo,iucn,Preocupación menor (lc),-91.0730556,16.0789722
Amblycercus holosericeus,cacique pico claro,iucn,Preocupación menor (lc),-89.5540482,21.0237991
Amazona xantholora,loro yucateco,nom059,Amenazada (A),-89.3008333,18.605
Amazona xantholora,loro yucateco,cites,Apéndice II,-89.3008333,18.605
Amazona xantholora,loro yucateco,iucn,Preocupación menor (lc),-89.3008333,18.605
Amazona viridigenalis,loro tamaulipeco,cites,Apéndice I,-98.0166667,24.7666667
Amazona viridigenalis,loro tamaulipeco,iucn,En peligro (EN),-98.0166667,24.7666667
Amazona viridigenalis,loro tamaulipeco,nom059,En peligro de extinción (P),-98.0166667,24.7666667
Amazona oratrix tresmariae,loro cabeza amarilla,iucn,En peligro (EN),-106.2416667,21.305
Amazona oratrix tresmariae,loro cabeza amarilla,cites,Apéndice I,-106.2416667,21.305
Amazona oratrix tresmariae,loro cabeza amarilla,nom059,En peligro de extinción (P),-106.2416667,21.305
Amazona oratrix oratrix,loro cabeza amarilla,cites,Apéndice I,-98.18,22.055
Amazona oratrix oratrix,loro cabeza amarilla,iucn,En peligro (EN),-98.18,22.055
Amazona oratrix oratrix,loro cabeza amarilla,nom059,En peligro de extinción (P),-98.18,22.055
Amazona oratrix,loro cabeza amarilla,nom059,En peligro de extinción (P),-96.8705558,15.8469438
Amazona oratrix,loro cabeza amarilla,cites,Apéndice I,-96.8705558,15.8469438
Amazona oratrix,loro cabeza amarilla,iucn,En peligro (EN),-96.8705558,15.8469438
Amazona finschi,loro corona lila,nom059,En peligro de extinción (P),-105.4616669,20.3047219
Amazona finschi,loro corona lila,iucn,En peligro (EN),-105.4616669,20.3047219
Amazona finschi,loro corona lila,cites,Apéndice I,-105.4616669,20.3047219
Amazona farinosa guatemalae,loro corona azul,cites,Apéndice II,-95.0333333,17.1383333
Amazona farinosa guatemalae,loro corona azul,iucn,Casi amenazado (NT) (En IUCN Red List 2022-2 como Amazona guatemalae (ver relaciones de sinonimia).),-95.0333333,17.1383333
Amazona farinosa guatemalae,loro corona azul,nom059,En peligro de extinción (P),-95.0333333,17.1383333
Amazona farinosa,loro corona azul,cites,Apéndice II,-94.3,17.15
Amazona farinosa,loro corona azul,nom059,En peligro de extinción (P),-94.3,17.15
Amazona autumnalis autumnalis,loro cachete amarillo,cites,Apéndice II,-91.30125,16.2028611
Amazona autumnalis autumnalis,loro cachete amarillo,nom059,Amenazada (A),-91.30125,16.2028611
Amazona autumnalis autumnalis,loro cachete amarillo,iucn,Preocupación menor (lc),-91.30125,16.2028611
Amazona autumnalis,loro cachetes amarillos,iucn,Preocupación menor (lc),-95.01698,18.35812
Amazona autumnalis,loro cachetes amarillos,cites,Apéndice II,-95.01698,18.35812
Amazona autumnalis,loro cachetes amarillos,nom059,Amenazada (A),-95.01698,18.35812
Amazona auropalliata auropalliata,loro nuca amarilla,cites,Apéndice I,-91.3065833,16.2008333
Amazona auropalliata auropalliata,loro nuca amarilla,iucn,En peligro crítico (CR),-91.3065833,16.2008333
Amazona auropalliata auropalliata,loro nuca amarilla,nom059,En peligro de extinción (P),-91.3065833,16.2008333
Amazona auropalliata,loro nuca amarilla,iucn,En peligro crítico (CR),-92.4592527,14.8590219
Amazona auropalliata,loro nuca amarilla,cites,Apéndice I,-92.4592527,14.8590219
Amazona auropalliata,loro nuca amarilla,nom059,En peligro de extinción (P),-92.4592527,14.8590219
Amazona albifrons saltuensis,loro frente blanca,nom059,Sujeta a protección especial (Pr),-108.94,27.0216667
Amazona albifrons saltuensis,loro frente blanca,iucn,Preocupación menor (lc),-108.94,27.0216667
Amazona albifrons saltuensis,loro frente blanca,cites,Apéndice II,-108.94,27.0216667
Amazona albifrons nana,loro frente blanca,cites,Apéndice II,-88.5783333,20.6683333
Amazona albifrons nana,loro frente blanca,iucn,Preocupación menor (lc),-88.5783333,20.6683333
Amazona albifrons nana,loro frente blanca,nom059,Sujeta a protección especial (Pr),-88.5783333,20.6683333
Amazona albifrons albifrons,loro frente blanca,nom059,Sujeta a protección especial (Pr),-95.0333333,16.7516667
Amazona albifrons albifrons,loro frente blanca,iucn,Preocupación menor (lc),-95.0333333,16.7516667
